t[s]	dt[s]	y[cm]	dy[cm]
6.794211111E0	0.02	3.676873324E0	0.125
6.827200000E0	0.02	4.038090254E0	0.125
6.860188889E0	0.02	4.302392397E0	0.125
6.893455556E0	0.02	4.483097907E0	0.125
6.926722222E0	0.02	4.663803417E0	0.125
6.959988889E0	0.02	4.719405113E0	0.125
6.994300000E0	0.02	4.622102146E0	0.125
7.025911111E0	0.02	4.510898755E0	0.125
7.059566667E0	0.02	4.330193245E0	0.125
7.092011111E0	0.02	4.149487735E0	0.125
7.125166667E0	0.02	3.788076714E0	0.125
7.158488889E0	0.02	3.440566118E0	0.125
7.191455556E0	0.02	2.898255498E0	0.125
7.224700000E0	0.02	2.439735601E0	0.125
7.258066667E0	0.02	1.869818222E0	0.125
7.291433333E0	0.02	1.355211405E0	0.125
7.324322222E0	0.02	8.549902362E-1	0.125
7.357011111E0	0.02	3.263859503E-1	0.125
7.390077778E0	0.02	-2.016360665E-1	0.125
7.423266667E0	0.02	-7.298521730E-1	0.125
7.456022222E0	0.02	-1.313669975E0	0.125
7.489866667E0	0.02	-1.800184810E0	0.125
7.522277778E0	0.02	-2.189493723E0	0.125
7.555700000E0	0.02	-2.551001788E0	0.125
7.588766667E0	0.02	-2.940213656E0	0.125
7.621833333E0	0.02	-3.246217070E0	0.125
7.654800000E0	0.02	-3.482524276E0	0.125
7.688044444E0	0.02	-3.704931057E0	0.125
7.721288889E0	0.02	-3.857738675E0	0.125
7.754800000E0	0.02	-3.982842490E0	0.125
7.787677778E0	0.02	-4.052344609E0	0.125
7.821344444E0	0.02	-3.982842490E0	0.125
7.853900000E0	0.02	-3.885539523E0	0.125
7.886688889E0	0.02	-3.705028102E0	0.125
7.919877778E0	0.02	-3.482621321E0	0.125
7.953322222E0	0.02	-3.176520861E0	0.125
7.986177778E0	0.02	-2.995815351E0	0.125
8.019277778E0	0.02	-2.759508146E0	0.125
8.053300000E0	0.02	-2.398194170E0	0.125
8.085555556E0	0.02	-1.953380607E0	0.125
8.118733333E0	0.02	-1.591872542E0	0.125
8.151544444E0	0.02	-1.216464053E0	0.125
8.184955556E0	0.02	-8.132547161E-1	0.125
8.217766667E0	0.02	-4.518436959E-1	0.125
8.250933333E0	0.02	-6.933087684E-3	0.125
8.284100000E0	0.02	2.433715866E-1	0.125
8.317566667E0	0.02	5.491809114E-1	0.125
8.350577778E0	0.02	9.661936270E-1	0.125
8.383488889E0	0.02	1.258102528E0	0.125
8.416677778E0	0.02	1.452708462E0	0.125
8.449488889E0	0.02	1.633413972E0	0.125
8.482877778E0	0.02	1.869721178E0	0.125
8.515833333E0	0.02	2.036526264E0	0.125
8.548677778E0	0.02	2.133829231E0	0.125
8.582111111E0	0.02	2.300634317E0	0.125
8.615188889E0	0.02	2.342335589E0	0.125
8.648266667E0	0.02	2.217231774E0	0.125
8.681722222E0	0.02	2.147729655E0	0.125
8.714444444E0	0.02	2.036526264E0	0.125
8.747600000E0	0.02	1.953123721E0	0.125
8.780622222E0	0.02	1.744714408E0	0.125
8.814066667E0	0.02	1.536013960E0	0.125
8.846988889E0	0.02	1.383109298E0	0.125
8.879911111E0	0.02	1.174602940E0	0.125
8.913044444E0	0.02	8.965944629E-1	0.125
8.946177778E0	0.02	6.324864097E-1	0.125
8.979311111E0	0.02	3.683783564E-1	0.125
9.013011111E0	0.02	2.154736940E-1	0.125
9.046711111E0	0.02	-1.320369024E-1	0.125
9.078711111E0	0.02	-3.822445318E-1	0.125
9.112377778E0	0.02	-6.185517373E-1	0.125
9.145011111E0	0.02	-8.688564116E-1	0.125
9.178711111E0	0.02	-1.077362769E0	0.125
9.211400000E0	0.02	-1.285869127E0	0.125
9.244666667E0	0.02	-1.410972942E0	0.125
9.277388889E0	0.02	-1.591678452E0	0.125
9.310500000E0	0.02	-1.716782267E0	0.125
9.344755556E0	0.02	-1.800184810E0	0.125
9.377077778E0	0.02	-1.855786505E0	0.125
9.409755556E0	0.02	-1.939189048E0	0.125
9.443688889E0	0.02	-1.953089472E0	0.125
9.476400000E0	0.02	-1.953089472E0	0.125
9.509111111E0	0.02	-1.883587353E0	0.125
9.542255556E0	0.02	-1.827985658E0	0.125
9.575400000E0	0.02	-1.716782267E0	0.125
9.608544444E0	0.02	-1.577778028E0	0.125
9.641688889E0	0.02	-1.494375485E0	0.125
9.675222222E0	0.02	-1.369271670E0	0.125
9.708244444E0	0.02	-1.160765313E0	0.125
9.740833333E0	0.02	-9.938631814E-1	0.125
9.774144444E0	0.02	-8.965602144E-1	0.125
9.808200000E0	0.02	-7.158547043E-1	0.125
9.840288889E0	0.02	-4.656470749E-1	0.125
9.873177778E0	0.02	-2.849415648E-1	0.125
9.906744444E0	0.02	-9.033563082E-2	0.125
9.939333333E0	0.02	1.736753776E-1	0.125
9.972511111E0	0.02	3.265800400E-1	0.125
1.000610000E1	0.02	4.516838547E-1	0.125
1.003882222E1	0.02	5.767876694E-1	0.125
1.007208889E1	0.02	6.601902125E-1	0.125
1.010504444E1	0.02	7.991944511E-1	0.125
1.013800000E1	0.02	9.104948868E-1	0.125
1.017138889E1	0.02	9.660965822E-1	0.125
1.020477778E1	0.02	9.938974299E-1	0.125
1.023747778E1	0.02	1.063399549E0	0.125
1.027091111E1	0.02	1.035598701E0	0.125
1.030375556E1	0.02	1.049305036E0	0.125
1.033704444E1	0.02	1.035404612E0	0.125
1.037012222E1	0.02	9.798029164E-1	0.125
1.040304444E1	0.02	9.243953106E-1	0.125
1.043596667E1	0.02	8.271893885E-1	0.125
1.046917778E1	0.02	7.437868453E-1	0.125
1.050263333E1	0.02	6.604813471E-1	0.125
1.053543333E1	0.02	5.631783801E-1	0.125
1.056893333E1	0.02	4.936762608E-1	0.125
1.060172222E1	0.02	3.685724461E-1	0.125
1.063451111E1	0.02	2.710753894E-1	0.125
1.066852222E1	0.02	1.181707270E-1	0.125
1.070205556E1	0.02	-6.933087684E-3	0.125
1.073435556E1	0.02	-1.320369024E-1	0.125
1.076775556E1	0.02	-1.876385978E-1	0.125
1.080115556E1	0.02	-2.849415648E-1	0.125
1.083414444E1	0.02	-3.683441079E-1	0.125
1.086681111E1	0.02	-4.656470749E-1	0.125
1.089947778E1	0.02	-5.629500419E-1	0.125
1.093267778E1	0.02	-6.185517373E-1	0.125
1.096711111E1	0.02	-6.880538566E-1	0.125
1.099886667E1	0.02	-7.714563997E-1	0.125
1.103175556E1	0.02	-8.270580951E-1	0.125
1.106507778E1	0.02	-8.548589429E-1	0.125
1.109874444E1	0.02	-8.270580951E-1	0.125
1.113130000E1	0.02	-7.992572474E-1	0.125
1.116438889E1	0.02	-7.714563997E-1	0.125
1.119758889E1	0.02	-7.436555520E-1	0.125
1.123078889E1	0.02	-7.159517491E-1	0.125
1.126378889E1	0.02	-6.603500537E-1	0.125
1.129776667E1	0.02	-5.908479344E-1	0.125
1.132976667E1	0.02	-5.630470867E-1	0.125
1.136412222E1	0.02	-4.935449675E-1	0.125
1.139650000E1	0.02	-4.518436959E-1	0.125
1.142925556E1	0.02	-4.101424243E-1	0.125
1.146226667E1	0.02	-3.545407289E-1	0.125
1.149527778E1	0.02	-2.294369142E-1	0.125
1.152862222E1	0.02	-1.321339472E-1	0.125
1.156127778E1	0.02	-4.873140409E-2	0.125
1.159472222E1	0.02	2.067367034E-2	0.125
1.162816667E1	0.02	7.627536576E-2	0.125
1.166090000E1	0.02	1.320711509E-1	0.125
1.169462222E1	0.02	2.432745417E-1	0.125
1.172960000E1	0.02	2.988762371E-1	0.125
1.176018889E1	0.02	3.544779326E-1	0.125
1.179344444E1	0.02	3.683783564E-1	0.125
1.182644444E1	0.02	4.100796280E-1	0.125
1.185934444E1	0.02	4.378804757E-1	0.125
1.189243333E1	0.02	4.517808995E-1	0.125
1.192564444E1	0.02	4.517808995E-1	0.125
1.195867778E1	0.02	4.378804757E-1	0.125
1.199203333E1	0.02	4.240770967E-1	0.125
1.202510000E1	0.02	4.240770967E-1	0.125
1.205828889E1	0.02	3.962762490E-1	0.125
1.209171111E1	0.02	3.823758251E-1	0.125
1.212401111E1	0.02	3.684754013E-1	0.125
1.215775556E1	0.02	3.406745535E-1	0.125
1.219038889E1	0.02	2.572720104E-1	0.125
1.222368889E1	0.02	2.433715866E-1	0.125
1.225663333E1	0.02	1.877698911E-1	0.125
1.228984444E1	0.02	1.599690434E-1	0.125
1.232440000E1	0.02	7.646945545E-2	0.125
1.235687778E1	0.02	3.467113904E-2	0.125
1.238935556E1	0.02	-7.030132526E-3	0.125
