t[s]	dt[s]	y[cm]	dy[cm]
2.923255556E0	0.02	6.988547426E0	0.125
2.955933333E0	0.02	6.840882368E0	0.125
2.989266667E0	0.02	6.581846798E0	0.125
3.022600000E0	0.02	6.118572748E0	0.125
3.056577778E0	0.02	5.489486365E0	0.125
3.089211111E0	0.02	4.860755249E0	0.125
3.122155556E0	0.02	4.120298356E0	0.125
3.155100000E0	0.02	3.453851625E0	0.125
3.188911111E0	0.02	2.694892190E0	0.125
3.222322222E0	0.02	1.953724763E0	0.125
3.255733333E0	0.02	9.905268474E-1	0.125
3.289255556E0	0.02	2.899171705E-1	0.125
3.321933333E0	0.02	-3.968084357E-1	0.125
3.353922222E0	0.02	-1.173915144E0	0.125
3.386633333E0	0.02	-1.840006608E0	0.125
3.420388889E0	0.02	-2.357367213E0	0.125
3.453288889E0	0.02	-2.894651426E0	0.125
3.486788889E0	0.02	-3.301707320E0	0.125
3.519644444E0	0.02	-3.727976290E0	0.125
3.552500000E0	0.02	-3.913712230E0	0.125
3.585555556E0	0.02	-4.061022022E0	0.125
3.619244444E0	0.02	-4.190539806E0	0.125
3.652033333E0	0.02	-4.227544888E0	0.125
3.686066667E0	0.02	-4.116529644E0	0.125
3.718733333E0	0.02	-3.968509318E0	0.125
3.752444444E0	0.02	-3.783483912E0	0.125
3.785400000E0	0.02	-3.542950883E0	0.125
3.819355556E0	0.02	-3.228052425E0	0.125
3.852833333E0	0.02	-2.913509233E0	0.125
3.886077778E0	0.02	-2.450945717E0	0.125
3.918511111E0	0.02	-1.932519311E0	0.125
3.951500000E0	0.02	-1.581326305E0	0.125
3.985555556E0	0.02	-1.099194447E0	0.125
4.019611111E0	0.02	-6.739912788E-1	0.125
4.050277778E0	0.02	-1.744226808E-1	0.125
4.084555556E0	0.02	2.696382952E-1	0.125
4.117166667E0	0.02	6.592574500E-1	0.125
4.149288889E0	0.02	9.919479151E-1	0.125
4.184122222E0	0.02	1.324993647E0	0.125
4.217188889E0	0.02	1.732049542E0	0.125
4.249666667E0	0.02	1.972582570E0	0.125
4.282433333E0	0.02	2.102100355E0	0.125
4.315077778E0	0.02	2.268623221E0	0.125
4.348744444E0	0.02	2.454003895E0	0.125
4.381066667E0	0.02	2.509866784E0	0.125
4.413800000E0	0.02	2.509866784E0	0.125
4.446933333E0	0.02	2.435501354E0	0.125
4.480066667E0	0.02	2.342988651E0	0.125
4.513200000E0	0.02	2.139460703E0	0.125
4.547111111E0	0.02	2.028445459E0	0.125
4.579555556E0	0.02	1.713547001E0	0.125
4.612555556E0	0.02	1.584029216E0	0.125
4.647511111E0	0.02	1.270196559E0	0.125
4.679100000E0	0.02	9.549428338E-1	0.125
4.711644444E0	0.02	6.596127170E-1	0.125
4.745433333E0	0.02	3.628615324E-1	0.125
4.777922222E0	0.02	1.219732368E-1	0.125
4.810955556E0	0.02	-1.559201401E-1	0.125
4.844766667E0	0.02	-4.519607908E-1	0.125
4.876300000E0	0.02	-7.291436339E-1	0.125
4.910355556E0	0.02	-8.408694117E-1	0.125
4.943100000E0	0.02	-1.007392278E0	0.125
4.976122222E0	0.02	-1.099904981E0	0.125
5.008911111E0	0.02	-1.303432928E0	0.125
5.041988889E0	0.02	-1.340438010E0	0.125
5.075066667E0	0.02	-1.358940550E0	0.125
5.111000000E0	0.02	-1.395945632E0	0.125
5.149144444E0	0.02	-1.432950713E0	0.125
5.177355556E0	0.02	-1.303077661E0	0.125
5.208755556E0	0.02	-1.284575121E0	0.125
5.241200000E0	0.02	-1.210564958E0	0.125
5.273877778E0	0.02	-1.099549714E0	0.125
5.306977778E0	0.02	-9.326715812E-1	0.125
5.339711111E0	0.02	-8.216563372E-1	0.125
5.373122222E0	0.02	-7.106410932E-1	0.125
5.406077778E0	0.02	-5.818338424E-1	0.125
5.439566667E0	0.02	-3.957426349E-1	0.125
5.473055556E0	0.02	-2.292197689E-1	0.125
5.505600000E0	0.02	-1.004125181E-1	0.125
5.539555556E0	0.02	6.611034788E-2	0.125
5.571722222E0	0.02	1.956281326E-1	0.125
5.605488889E0	0.02	3.251459172E-1	0.125
5.637955556E0	0.02	3.813640731E-1	0.125
5.671000000E0	0.02	4.923793171E-1	0.125
5.704311111E0	0.02	5.667447467E-1	0.125
5.737077778E0	0.02	6.784705246E-1	0.125
