t[s]	dt[s]	y[cm]	dy[cm]
1.554911111E0	0.02	2.036579449E1	0.125
1.588155556E0	0.02	2.015547710E1	0.125
1.621211111E0	0.02	1.933038584E1	0.125
1.654466667E0	0.02	1.788973003E1	0.125
1.687722222E0	0.02	1.583509100E1	0.125
1.720744444E0	0.02	1.337520481E1	0.125
1.753766667E0	0.02	1.070048205E1	0.125
1.786922222E0	0.02	7.977162878E0	0.125
1.820233333E0	0.02	3.968927606E0	0.125
1.853211111E0	0.02	8.352637867E-1	0.125
1.886544444E0	0.02	-2.248283800E0	0.125
1.919722222E0	0.02	-5.664804905E0	0.125
1.952733333E0	0.02	-8.078639539E0	0.125
1.985400000E0	0.02	-9.918181952E0	0.125
2.018800000E0	0.02	-1.173240187E1	0.125
2.051655556E0	0.02	-1.355681333E1	0.125
2.085011111E0	0.02	-1.496399396E1	0.125
2.118366667E0	0.02	-1.578950928E1	0.125
2.152055556E0	0.02	-1.596276558E1	0.125
2.184555556E0	0.02	-1.573855154E1	0.125
2.218244444E0	0.02	-1.520846657E1	0.125
2.251344444E0	0.02	-1.400549044E1	0.125
2.283477778E0	0.02	-1.219139505E1	0.125
2.316833333E0	0.02	-1.095821784E1	0.125
2.349822222E0	0.02	-8.756345575E0	0.125
2.383100000E0	0.02	-6.866763513E0	0.125
2.416055556E0	0.02	-4.310203092E0	0.125
2.449233333E0	0.02	-2.076812542E0	0.125
2.482155556E0	0.02	-7.090595710E-2	0.125
2.515600000E0	0.02	2.161496269E0	0.125
2.548911111E0	0.02	4.556471755E0	0.125
2.581688889E0	0.02	6.563761992E0	0.125
2.614766667E0	0.02	8.149429144E0	0.125
2.647844444E0	0.02	9.411728759E0	0.125
2.680922222E0	0.02	1.030133540E1	0.125
2.714411111E0	0.02	1.093189221E1	0.125
2.747122222E0	0.02	1.106131829E1	0.125
2.780300000E0	0.02	1.098042699E1	0.125
2.813144444E0	0.02	1.026858355E1	0.125
2.846433333E0	0.02	9.492422395E0	0.125
2.879722222E0	0.02	8.391707716E0	0.125
2.912833333E0	0.02	7.162357615E0	0.125
2.946055556E0	0.02	5.479027908E0	0.125
2.979077778E0	0.02	3.845023640E0	0.125
3.011944444E0	0.02	1.530741791E0	0.125
3.045033333E0	0.02	-2.177818316E-2	0.125
3.078388889E0	0.02	-1.867483484E0	0.125
3.111044444E0	0.02	-3.565805463E0	0.125
3.144322222E0	0.02	-4.860066270E0	0.125
3.178188889E0	0.02	-6.154722405E0	0.125
3.211188889E0	0.02	-7.383874842E0	0.125
3.243744444E0	0.02	-8.274667469E0	0.125
3.277166667E0	0.02	-8.890034346E0	0.125
3.310066667E0	0.02	-9.293700190E0	0.125
3.342966667E0	0.02	-9.665800171E0	0.125
3.376222222E0	0.02	-9.487839311E0	0.125
3.409088889E0	0.02	-9.002293844E0	0.125
3.442622222E0	0.02	-8.419876481E0	0.125
3.475344444E0	0.02	-7.562824026E0	0.125
3.508733333E0	0.02	-6.607516023E0	0.125
3.542122222E0	0.02	-5.410127112E0	0.125
3.574977778E0	0.02	-4.245094722E0	0.125
3.608122222E0	0.02	-2.918279731E0	0.125
3.641133333E0	0.02	-1.462433988E0	0.125
3.674733333E0	0.02	1.018300786E-2	0.125
3.707388889E0	0.02	1.402106368E0	0.125
3.740877778E0	0.02	2.712347770E0	0.125
3.773388889E0	0.02	3.991023310E0	0.125
3.806677778E0	0.02	4.880629950E0	0.125
3.839966667E0	0.02	5.754453659E0	0.125
3.873255556E0	0.02	6.353049282E0	0.125
3.906144444E0	0.02	6.790059968E0	0.125
3.939033333E0	0.02	6.968020829E0	0.125
3.972233333E0	0.02	7.016753274E0	0.125
4.006188889E0	0.02	6.774079373E0	0.125
4.038455556E0	0.02	6.255782057E0	0.125
4.072266667E0	0.02	5.592473393E0	0.125
4.104655556E0	0.02	4.767382129E0	0.125
4.138244444E0	0.02	3.763934675E0	0.125
4.170677778E0	0.02	2.842366845E0	0.125
4.205100000E0	0.02	1.644384940E0	0.125
4.237500000E0	0.02	5.282826595E-1	0.125
4.270022222E0	0.02	-5.562537595E-1	0.125
4.303222222E0	0.02	-1.656573109E0	0.125
4.336600000E0	0.02	-2.627466379E0	0.125
4.369588889E0	0.02	-3.710816810E0	0.125
4.402188889E0	0.02	-4.342559612E0	0.125
4.435611111E0	0.02	-5.054798384E0	0.125
4.468655556E0	0.02	-5.556324447E0	0.125
4.502666667E0	0.02	-5.992742140E0	0.125
4.535122222E0	0.02	-6.106187625E0	0.125
4.568544444E0	0.02	-6.267970226E0	0.125
4.601766667E0	0.02	-6.073831105E0	0.125
4.634377778E0	0.02	-5.734087643E0	0.125
4.667677778E0	0.02	-5.216383321E0	0.125
4.700377778E0	0.02	-4.746423120E0	0.125
4.733622222E0	0.02	-4.099490381E0	0.125
4.766866667E0	0.02	-3.355488082E0	0.125
4.800577778E0	0.02	-2.368416553E0	0.125
4.832666667E0	0.02	-1.575879474E0	0.125
4.865444444E0	0.02	-5.075213147E-1	0.125
4.899177778E0	0.02	4.146395098E-1	0.125
4.931811111E0	0.02	1.255909034E0	0.125
4.965177778E0	0.02	2.081197963E0	0.125
4.998544444E0	0.02	2.809614995E0	0.125
5.031200000E0	0.02	3.262408613E0	0.125
5.064344444E0	0.02	3.893360756E0	0.125
5.097666667E0	0.02	4.217123622E0	0.125
5.130988889E0	0.02	4.508332304E0	0.125
5.163988889E0	0.02	4.621184795E0	0.125
5.196988889E0	0.02	4.524510564E0	0.125
5.230622222E0	0.02	4.411460408E0	0.125
5.264055556E0	0.02	4.071716946E0	0.125
5.296422222E0	0.02	3.618725664E0	0.125
5.329877778E0	0.02	3.019141718E0	0.125
5.362366667E0	0.02	2.339654795E0	0.125
5.395977778E0	0.02	1.757237432E0	0.125
5.428555556E0	0.02	9.804832835E-1	0.125
5.461900000E0	0.02	3.337482094E-1	0.125
5.494855556E0	0.02	-4.426106098E-1	0.125
5.528055556E0	0.02	-1.251918943E0	0.125
5.561000000E0	0.02	-1.899642340E0	0.125
5.593944444E0	0.02	-2.530001489E0	0.125
