t[s]	dt[s]	y[cm]	dy[cm]
5.627288889E0	0.02	-2.982992771E0	0.125
5.661666667E0	0.02	-3.435984054E0	0.125
5.694188889E0	0.02	-3.888975336E0	0.125
5.726711111E0	0.02	-4.034579676E0	0.125
5.759822222E0	0.02	-4.115470977E0	0.125
5.792811111E0	0.02	-4.180184017E0	0.125
5.825800000E0	0.02	-4.034975006E0	0.125
5.859344444E0	0.02	-3.808479365E0	0.125
5.892244444E0	0.02	-3.468735903E0	0.125
5.925011111E0	0.02	-3.080062332E0	0.125
5.958677778E0	0.02	-2.659822899E0	0.125
5.991622222E0	0.02	-2.077405536E0	0.125
6.025088889E0	0.02	-1.543325289E0	0.125
6.058033333E0	0.02	-9.279584122E-1	0.125
6.090777778E0	0.02	-2.812233381E-1	0.125
6.124544444E0	0.02	3.497288050E-1	0.125
6.157177778E0	0.02	8.680261212E-1	0.125
6.190277778E0	0.02	1.385532779E0	0.125
6.223166667E0	0.02	1.902841773E0	0.125
6.258122222E0	0.02	2.259356488E0	0.125
6.289644444E0	0.02	2.599099950E0	0.125
6.322344444E0	0.02	2.841576186E0	0.125
6.355588889E0	0.02	2.954824007E0	0.125
6.389766667E0	0.02	3.035517643E0	0.125
6.425344444E0	0.02	3.019339383E0	0.125
6.455044444E0	0.02	2.809022002E0	0.125
6.489377778E0	0.02	2.598902285E0	0.125
6.522077778E0	0.02	2.307891268E0	0.125
6.555088889E0	0.02	1.951771882E0	0.125
6.587644444E0	0.02	1.547315380E0	0.125
6.620200000E0	0.02	1.126680618E0	0.125
6.653188889E0	0.02	7.060458558E-1	0.125
6.686744444E0	0.02	9.048131455E-2	0.125
6.720300000E0	0.02	-3.291651247E-1	0.125
6.752888889E0	0.02	-8.151059207E-1	0.125
6.786166667E0	0.02	-1.251721278E0	0.125
6.819633333E0	0.02	-1.656177780E0	0.125
6.852444444E0	0.02	-1.931603531E0	0.125
6.885255556E0	0.02	-2.320474766E0	0.125
6.918444444E0	0.02	-2.481466709E0	0.125
6.951633333E0	0.02	-2.627071050E0	0.125
6.984511111E0	0.02	-2.756892459E0	0.125
7.017933333E0	0.02	-2.789248980E0	0.125
7.050822222E0	0.02	-2.692574748E0	0.125
7.084066667E0	0.02	-2.579326928E0	0.125
7.117733333E0	0.02	-2.320474766E0	0.125
7.150166667E0	0.02	-2.093386132E0	0.125
7.183300000E0	0.02	-1.721286150E0	0.125
7.216566667E0	0.02	-1.413899208E0	0.125
7.249833333E0	0.02	-9.926714525E-1	0.125
7.283622222E0	0.02	-5.720366904E-1	0.125
7.315700000E0	0.02	-1.360143266E-1	0.125
7.348988889E0	0.02	2.205003889E-1	0.125
7.382077778E0	0.02	6.411351509E-1	0.125
7.415000000E0	0.02	9.485220924E-1	0.125
7.448900000E0	0.02	1.256106699E0	0.125
7.481277778E0	0.02	1.579671900E0	0.125
7.514288889E0	0.02	1.725671570E0	0.125
7.547544444E0	0.02	1.919217697E0	0.125
7.580622222E0	0.02	1.984128402E0	0.125
7.614133333E0	0.02	2.065019702E0	0.125
7.647000000E0	0.02	2.000306662E0	0.125
7.680477778E0	0.02	1.951771882E0	0.125
7.713000000E0	0.02	1.789989281E0	0.125
7.746411111E0	0.02	1.579671900E0	0.125
7.779511111E0	0.02	1.256106699E0	0.125
7.812422222E0	0.02	9.812739417E-1	0.125
7.845455556E0	0.02	7.378093823E-1	0.125
7.879144444E0	0.02	3.982635852E-1	0.125
7.911988889E0	0.02	7.450071904E-2	0.125
7.944944444E0	0.02	-2.328862225E-1	0.125
7.978388889E0	0.02	-5.564514240E-1	0.125
8.011088889E0	0.02	-8.314818454E-1	0.125
8.045111111E0	0.02	-1.138275793E0	0.125
8.077866667E0	0.02	-1.397720948E0	0.125
8.110933333E0	0.02	-1.527147029E0	0.125
8.144544444E0	0.02	-1.672751370E0	0.125
8.176855556E0	0.02	-1.769623265E0	0.125
8.209822222E0	0.02	-1.818158046E0	0.125
8.242788889E0	0.02	-1.818158046E0	0.125
8.276388889E0	0.02	-1.704910225E0	0.125
8.309622222E0	0.02	-1.624018925E0	0.125
8.342200000E0	0.02	-1.494592844E0	0.125
8.375144444E0	0.02	-1.365166763E0	0.125
8.408411111E0	0.02	-1.122492862E0	0.125
8.441422222E0	0.02	-8.961948857E-1	0.125
8.474666667E0	0.02	-6.045908751E-1	0.125
8.508733333E0	0.02	-3.942734941E-1	0.125
8.541033333E0	0.02	-8.688655261E-2	0.125
8.574122222E0	0.02	1.232331638E-1	0.125
8.607211111E0	0.02	4.146395098E-1	0.125
8.640444444E0	0.02	6.415304801E-1	0.125
8.673177778E0	0.02	8.840067167E-1	0.125
8.706411111E0	0.02	9.648980171E-1	0.125
8.739544444E0	0.02	1.191393658E0	0.125
8.772522222E0	0.02	1.239928438E0	0.125
8.805800000E0	0.02	1.288463219E0	0.125
8.838922222E0	0.02	1.336997999E0	0.125
8.871800000E0	0.02	1.353176259E0	0.125
8.904800000E0	0.02	1.272284959E0	0.125
8.939000000E0	0.02	1.126878282E0	0.125
8.971044444E0	0.02	9.974522018E-1	0.125
9.004144444E0	0.02	9.327391615E-1	0.125
9.038722222E0	0.02	6.898675958E-1	0.125
9.070633333E0	0.02	5.119067349E-1	0.125
9.104011111E0	0.02	3.011940247E-1	0.125
9.137388889E0	0.02	2.576827423E-2	0.125
9.170066667E0	0.02	-2.330838870E-1	0.125
9.202866667E0	0.02	-3.457387139E-1	0.125
9.235666667E0	0.02	-5.726296841E-1	0.125
9.269033333E0	0.02	-6.858775047E-1	0.125
9.302400000E0	0.02	-9.285514059E-1	0.125
9.335488889E0	0.02	-9.447296659E-1	0.125
9.368577778E0	0.02	-1.057977486E0	0.125
9.402733333E0	0.02	-1.187403567E0	0.125
9.434877778E0	0.02	-1.235938347E0	0.125
9.467900000E0	0.02	-1.187205903E0	0.125
9.501522222E0	0.02	-1.154849382E0	0.125
9.534144444E0	0.02	-1.041799226E0	0.125
9.567966667E0	0.02	-9.932644462E-1	0.125
9.600088889E0	0.02	-9.123731458E-1	0.125
9.633222222E0	0.02	-7.344122849E-1	0.125
9.666622222E0	0.02	-6.211644644E-1	0.125
9.700022222E0	0.02	-4.751647945E-1	0.125
9.733422222E0	0.02	-3.457387139E-1	0.125
9.766188889E0	0.02	-1.030648127E-1	0.125
9.798955556E0	0.02	1.078455620E-1	0.125
9.832000000E0	0.02	2.696281628E-1	0.125
9.865044444E0	0.02	4.623836318E-1	0.125
9.898211111E0	0.02	5.760267815E-1	0.125
9.931377778E0	0.02	6.409374864E-1	0.125
9.964300000E0	0.02	6.894722666E-1	0.125
9.997744444E0	0.02	7.869371562E-1	0.125
1.003118889E1	0.02	8.031154163E-1	0.125
1.006388889E1	0.02	8.678284566E-1	0.125
1.009715556E1	0.02	8.029177517E-1	0.125
1.012994444E1	0.02	7.705612316E-1	0.125
1.016326667E1	0.02	7.543829715E-1	0.125
1.019614444E1	0.02	6.087786308E-1	0.125
1.023071111E1	0.02	5.111160766E-1	0.125
1.026242222E1	0.02	3.978682561E-1	0.125
1.029538889E1	0.02	2.848181001E-1	0.125
1.032835556E1	0.02	1.555896840E-1	0.125
1.036198889E1	0.02	4.234186345E-2	0.125
