t[s]	dt[s]	y[cm]	dy[cm]
2.449455556E0	0.02	4.298770955E0	0.125
2.481977778E0	0.02	4.169615458E0	0.125
2.515466667E0	0.02	4.072748836E0	0.125
2.548622222E0	0.02	3.749860094E0	0.125
2.581122222E0	0.02	3.394682479E0	0.125
2.614488889E0	0.02	2.845771618E0	0.125
2.647477778E0	0.02	2.200670491E0	0.125
2.680744444E0	0.02	1.520575068E0	0.125
2.713766667E0	0.02	9.064101035E-1	0.125
2.747555556E0	0.02	3.588519541E-1	0.125
2.779844444E0	0.02	-4.167573807E-1	0.125
2.813555556E0	0.02	-9.986334707E-1	0.125
2.846566667E0	0.02	-1.579156850E0	0.125
2.879577778E0	0.02	-1.965946984E0	0.125
2.912477778E0	0.02	-2.516210555E0	0.125
2.945744444E0	0.02	-2.774521548E0	0.125
2.978477778E0	0.02	-3.097410290E0	0.125
3.012166667E0	0.02	-3.194276912E0	0.125
3.044911111E0	0.02	-3.355721283E0	0.125
3.077855556E0	0.02	-3.388010157E0	0.125
3.111077778E0	0.02	-3.226565786E0	0.125
3.145222222E0	0.02	-3.097410290E0	0.125
3.177922222E0	0.02	-2.839775652E0	0.125
3.210811111E0	0.02	-2.516210555E0	0.125
3.243444444E0	0.02	-2.031877443E0	0.125
3.276422222E0	0.02	-1.579833205E0	0.125
3.309611111E0	0.02	-1.030922345E0	0.125
3.343577778E0	0.02	-5.465892328E-1	0.125
3.376577778E0	0.02	-9.386863934E-2	0.125
3.409111111E0	0.02	6.171629472E-1	0.125
3.441766667E0	0.02	9.400516886E-1	0.125
3.475055556E0	0.02	1.133784933E0	0.125
3.509688889E0	0.02	1.521251423E0	0.125
3.542533333E0	0.02	2.039226120E0	0.125
3.575266667E0	0.02	2.135416387E0	0.125
3.607533333E0	0.02	2.426016254E0	0.125
3.640777778E0	0.02	2.522882877E0	0.125
3.674022222E0	0.02	2.688053929E0	0.125
3.709122222E0	0.02	2.634080501E0	0.125
3.741222222E0	0.02	2.580107074E0	0.125
3.774011111E0	0.02	2.416668749E0	0.125
3.806588889E0	0.02	2.053556807E0	0.125
3.839644444E0	0.02	1.835765544E0	0.125
3.872577778E0	0.02	1.418680174E0	0.125
3.905344444E0	0.02	1.037830097E0	0.125
3.938455556E0	0.02	6.754771756E-1	0.125
3.972244444E0	0.02	2.044183785E-1	0.125
4.004866667E0	0.02	-2.130465017E-1	0.125
4.037711111E0	0.02	-5.750199120E-1	0.125
4.071000000E0	0.02	-9.369933223E-1	0.125
4.104288889E0	0.02	-1.300484775E0	0.125
4.137933333E0	0.02	-1.626222893E0	0.125
4.170333333E0	0.02	-1.843255135E0	0.125
4.205100000E0	0.02	-1.988196304E0	0.125
4.236488889E0	0.02	-2.060666888E0	0.125
4.269566667E0	0.02	-2.205608056E0	0.125
4.302533333E0	0.02	-2.116158358E0	0.125
4.336011111E0	0.02	-2.007452481E0	0.125
4.368911111E0	0.02	-1.916484741E0	0.125
4.402111111E0	0.02	-1.734928769E0	0.125
4.435211111E0	0.02	-1.444666922E0	0.125
4.468433333E0	0.02	-1.245752326E0	0.125
4.501177778E0	0.02	-9.196346975E-1	0.125
4.534722222E0	0.02	-6.841052989E-1	0.125
4.567544444E0	0.02	-2.847580647E-1	0.125
4.600711111E0	0.02	4.744761392E-3	0.125
4.633755556E0	0.02	3.489800362E-1	0.125
4.666800000E0	0.02	6.758566862E-1	0.125
4.700166667E0	0.02	8.207978546E-1	0.125
4.733288889E0	0.02	1.037830097E0	0.125
4.767522222E0	0.02	1.273359495E0	0.125
4.799400000E0	0.02	1.473412623E0	0.125
4.832744444E0	0.02	1.564000853E0	0.125
4.865555556E0	0.02	1.690824375E0	0.125
4.898366667E0	0.02	1.690824375E0	0.125
4.931600000E0	0.02	1.708942021E0	0.125
4.964955556E0	0.02	1.618353791E0	0.125
4.997788889E0	0.02	1.473412623E0	0.125
5.030988889E0	0.02	1.256000870E0	0.125
5.064511111E0	0.02	1.092942056E0	0.125
5.097411111E0	0.02	8.936479493E-1	0.125
5.131322222E0	0.02	6.400009047E-1	0.125
5.163366667E0	0.02	2.953861193E-1	0.125
5.196533333E0	0.02	1.327068155E-1	0.125
5.230577778E0	0.02	-1.571755213E-1	0.125
5.263022222E0	0.02	-4.296992331E-1	0.125
5.296300000E0	0.02	-5.927580475E-1	0.125
5.328977778E0	0.02	-8.464050921E-1	0.125
5.362211111E0	0.02	-9.732286144E-1	0.125
5.395888889E0	0.02	-1.081934491E0	0.125
5.428600000E0	0.02	-1.208378502E0	0.125
5.461311111E0	0.02	-1.317084379E0	0.125
5.494688889E0	0.02	-1.389934473E0	0.125
5.528533333E0	0.02	-1.227255170E0	0.125
5.560888889E0	0.02	-1.227255170E0	0.125
5.594022222E0	0.02	-1.136666939E0	0.125
5.626933333E0	0.02	-1.027961063E0	0.125
5.660611111E0	0.02	-8.467846027E-1	0.125
5.694455556E0	0.02	-6.837257883E-1	0.125
5.726422222E0	0.02	-5.569022660E-1	0.125
5.759455556E0	0.02	-3.757258055E-1	0.125
5.792800000E0	0.02	-2.847580647E-1	0.125
5.825711111E0	0.02	-8.508444766E-2	0.125
5.858622222E0	0.02	1.681830864E-1	0.125
5.891855556E0	0.02	3.312419008E-1	0.125
5.925088889E0	0.02	4.580654231E-1	0.125
5.958055556E0	0.02	6.392418835E-1	0.125
5.992555556E0	0.02	7.298301138E-1	0.125
6.024666667E0	0.02	8.566536361E-1	0.125
6.058411111E0	0.02	9.110065742E-1	0.125
6.090511111E0	0.02	9.480008875E-1	0.125
6.124122222E0	0.02	9.661185335E-1	0.125
6.156700000E0	0.02	1.020471472E0	0.125
6.190377778E0	0.02	9.842361796E-1	0.125
6.223133333E0	0.02	9.117655954E-1	0.125
6.256377778E0	0.02	6.935948217E-1	0.125
6.289044444E0	0.02	6.026270809E-1	0.125
6.322911111E0	0.02	5.120388506E-1	0.125
6.355533333E0	0.02	3.852153283E-1	0.125
6.388722222E0	0.02	1.681830864E-1	0.125
6.421677778E0	0.02	-1.261386348E-2	0.125
6.455766667E0	0.02	-1.394373858E-1	0.125
6.487777778E0	0.02	-2.843785542E-1	0.125
6.520911111E0	0.02	-3.568491383E-1	0.125
6.554422222E0	0.02	-5.742608909E-1	0.125
6.587244444E0	0.02	-6.286138290E-1	0.125
6.620366667E0	0.02	-7.376992159E-1	0.125
6.653366667E0	0.02	-7.565758831E-1	0.125
6.686366667E0	0.02	-8.105493106E-1	0.125
6.719566667E0	0.02	-7.561963725E-1	0.125
6.752766667E0	0.02	-6.837257883E-1	0.125
6.786388889E0	0.02	-6.652286317E-1	0.125
6.818911111E0	0.02	-5.746404015E-1	0.125
6.852000000E0	0.02	-3.753462950E-1	0.125
6.885088889E0	0.02	-3.572286489E-1	0.125
6.919111111E0	0.02	-2.122874806E-1	0.125
6.951366667E0	0.02	-1.567960107E-1	0.125
6.984544444E0	0.02	-6.658729103E-2	0.125
7.017522222E0	0.02	5.883293144E-3	0.125
7.050877778E0	0.02	1.142096588E-1	0.125
7.084233333E0	0.02	1.866802430E-1	0.125
7.116900000E0	0.02	2.225360245E-1	0.125
7.150122222E0	0.02	3.131242547E-1	0.125
7.183766667E0	0.02	3.674771929E-1	0.125
7.216177778E0	0.02	4.580654231E-1	0.125
7.249566667E0	0.02	4.943007152E-1	0.125
7.283900000E0	0.02	5.124183612E-1	0.125
7.315600000E0	0.02	5.486536533E-1	0.125
7.348977778E0	0.02	5.486536533E-1	0.125
7.381788889E0	0.02	5.667712994E-1	0.125
7.414777778E0	0.02	4.761830691E-1	0.125
7.447977778E0	0.02	4.580654231E-1	0.125
7.481044444E0	0.02	4.037124850E-1	0.125
7.514266667E0	0.02	2.225360245E-1	0.125
7.547733333E0	0.02	1.681830864E-1	0.125
7.580500000E0	0.02	1.138301482E-1	0.125
7.613644444E0	0.02	2.362142860E-2	0.125
