t[s]	dt[s]	y[cm]	dy[cm]
9.435511111E0	0.02	2.118018815E0	0.125
9.469711111E0	0.02	1.912247224E0	0.125
9.501700000E0	0.02	1.524545129E0	0.125
9.534633333E0	0.02	1.136843034E0	0.125
9.568033333E0	0.02	8.175589560E-1	0.125
9.601066667E0	0.02	4.972397963E-1	0.125
9.634233333E0	0.02	4.008460313E-2	0.125
9.667266667E0	0.02	-2.563934696E-1	0.125
9.700444444E0	0.02	-7.114785001E-1	0.125
9.733466667E0	0.02	-1.053568584E0	0.125
9.767377778E0	0.02	-1.395141127E0	0.125
9.799711111E0	0.02	-1.555818248E0	0.125
9.833233333E0	0.02	-1.783878304E0	0.125
9.865944444E0	0.02	-1.989132354E0	0.125
9.898933333E0	0.02	-2.103162382E0	0.125
9.932144444E0	0.02	-2.103162382E0	0.125
9.965544444E0	0.02	-2.148774393E0	0.125
9.998422222E0	0.02	-2.034744365E0	0.125
1.003157778E1	0.02	-1.966326348E0	0.125
1.006507778E1	0.02	-1.806684309E0	0.125
1.009767778E1	0.02	-1.624236264E0	0.125
1.013090000E1	0.02	-1.328793273E0	0.125
1.016394444E1	0.02	-1.008474113E0	0.125
1.019698889E1	0.02	-6.886724945E-1	0.125
1.023060000E1	0.02	-3.921944218E-1	0.125
1.026306667E1	0.02	-1.413283603E-1	0.125
1.029717778E1	0.02	2.012792643E-1	0.125
1.032973333E1	0.02	4.516277851E-1	0.125
1.036450000E1	0.02	7.709118634E-1	0.125
1.039573333E1	0.02	1.000007001E0	0.125
1.042890000E1	0.02	1.159131499E0	0.125
1.046175556E1	0.02	1.387191555E0	0.125
1.049511111E1	0.02	1.478415577E0	0.125
1.052835556E1	0.02	1.592445605E0	0.125
1.056183333E1	0.02	1.638057617E0	0.125
1.059446667E1	0.02	1.478415577E0	0.125
1.062785556E1	0.02	1.409997561E0	0.125
1.066177778E1	0.02	1.364385550E0	0.125
1.069358889E1	0.02	1.318773538E0	0.125
1.072723333E1	0.02	1.067907477E0	0.125
1.075986667E1	0.02	8.626534265E-1	0.125
1.079316667E1	0.02	5.433693482E-1	0.125
1.082621111E1	0.02	3.381152978E-1	0.125
1.085925556E1	0.02	1.100552419E-1	0.125
1.089230000E1	0.02	-2.781643938E-1	0.125
1.092580000E1	0.02	-3.927119625E-1	0.125
1.095846667E1	0.02	-5.751600072E-1	0.125
1.099252222E1	0.02	-8.716380799E-1	0.125
1.102473333E1	0.02	-9.623445616E-1	0.125
1.105853333E1	0.02	-1.144792606E0	0.125
1.109124444E1	0.02	-1.213210623E0	0.125
1.112395556E1	0.02	-1.258822634E0	0.125
1.115778889E1	0.02	-1.304434646E0	0.125
1.119034444E1	0.02	-1.350046657E0	0.125
1.122397778E1	0.02	-1.304434646E0	0.125
1.125676667E1	0.02	-1.258822634E0	0.125
1.129022222E1	0.02	-1.168116153E0	0.125
1.132313333E1	0.02	-9.628621023E-1	0.125
1.135568889E1	0.02	-8.032200631E-1	0.125
1.138908889E1	0.02	-7.348020464E-1	0.125
1.142292222E1	0.02	-4.155179681E-1	0.125
1.145584444E1	0.02	-3.242939457E-1	0.125
1.148925556E1	0.02	-1.646519065E-1	0.125
1.152223333E1	0.02	2.702148217E-1	0.125
1.155576667E1	0.02	3.386328385E-1	0.125
1.158837778E1	0.02	5.423342668E-1	0.125
1.162216667E1	0.02	6.107522836E-1	0.125
1.165466667E1	0.02	7.247823116E-1	0.125
1.168773333E1	0.02	8.621358858E-1	0.125
1.172066667E1	0.02	1.000007001E0	0.125
1.175405556E1	0.02	1.068425017E0	0.125
1.178716667E1	0.02	1.045619012E0	0.125
1.182027778E1	0.02	9.772009951E-1	0.125
1.185320000E1	0.02	9.315889839E-1	0.125
1.188577778E1	0.02	9.087829783E-1	0.125
1.191873333E1	0.02	7.947529504E-1	0.125
1.195191111E1	0.02	6.351109112E-1	0.125
1.198492222E1	0.02	5.438868888E-1	0.125
1.201805556E1	0.02	4.065333146E-1	0.125
1.205190000E1	0.02	2.696972811E-1	0.125
1.208484444E1	0.02	-3.974786052E-3	0.125
