t[s]	dt[s]	y[cm]	dy[cm]
3.343655556E0	0.02	2.768713642E1	0.125
3.376900000E0	0.02	2.719861148E1	0.125
3.410411111E0	0.02	2.492036529E1	0.125
3.443077778E0	0.02	2.318046451E1	0.125
3.476588889E0	0.02	1.966882753E1	0.125
3.509611111E0	0.02	1.494275707E1	0.125
3.542755556E0	0.02	1.062879923E1	0.125
3.576044444E0	0.02	6.269746915E0	0.125
3.608888889E0	0.02	1.453401557E0	0.125
3.641733333E0	0.02	-2.675175724E0	0.125
3.674811111E0	0.02	-7.996511485E0	0.125
3.708377778E0	0.02	-1.049718122E1	0.125
3.741022222E0	0.02	-1.270419237E1	0.125
3.774300000E0	0.02	-1.639844195E1	0.125
3.807466667E0	0.02	-1.853552922E1	0.125
3.840366667E0	0.02	-1.976530303E1	0.125
3.873711111E0	0.02	-2.056239185E1	0.125
3.907222222E0	0.02	-2.077955570E1	0.125
3.940177778E0	0.02	-2.063477980E1	0.125
3.973922222E0	0.02	-1.991090029E1	0.125
4.006022222E0	0.02	-1.846231991E1	0.125
4.039100000E0	0.02	-1.657941183E1	0.125
4.072177778E0	0.02	-1.393725161E1	0.125
4.105588889E0	0.02	-1.161919446E1	0.125
4.138388889E0	0.02	-8.396287928E0	0.125
4.171877778E0	0.02	-5.609351811E0	0.125
4.205266667E0	0.02	-2.457190514E0	0.125
4.237788889E0	0.02	6.571340950E-1	0.125
4.271555556E0	0.02	3.520564944E0	0.125
4.304400000E0	0.02	6.162725159E0	0.125
4.337244444E0	0.02	8.407572998E0	0.125
4.370333333E0	0.02	1.036040497E1	0.125
4.403111111E0	0.02	1.181144941E1	0.125
4.436388889E0	0.02	1.289809003E1	0.125
4.469966667E0	0.02	1.351338762E1	0.125
4.502777778E0	0.02	1.365898488E1	0.125
4.536755556E0	0.02	1.344264238E1	0.125
4.569733333E0	0.02	1.224413441E1	0.125
4.602122222E0	0.02	1.137630035E1	0.125
4.634944444E0	0.02	9.746750093E0	0.125
4.668433333E0	0.02	7.899214628E0	0.125
4.702122222E0	0.02	5.616530101E0	0.125
4.734655556E0	0.02	3.376610398E0	0.125
4.767455556E0	0.02	1.164671109E0	0.125
4.800888889E0	0.02	-1.190401370E0	0.125
4.833788889E0	0.02	-2.819951626E0	0.125
4.866855556E0	0.02	-5.170917324E0	0.125
4.900255556E0	0.02	-6.802110292E0	0.125
4.933000000E0	0.02	-8.249869313E0	0.125
4.966066667E0	0.02	-1.013442011E1	0.125
4.999133333E0	0.02	-1.053419655E1	0.125
5.032200000E0	0.02	-1.093150893E1	0.125
5.065688889E0	0.02	-1.154762787E1	0.125
5.099177778E0	0.02	-1.169322513E1	0.125
5.132122222E0	0.02	-1.187419500E1	0.125
5.165177778E0	0.02	-1.067650839E1	0.125
5.198233333E0	0.02	-9.590689121E0	0.125
5.231733333E0	0.02	-8.504048498E0	0.125
5.264277778E0	0.02	-7.382856613E0	0.125
5.297566667E0	0.02	-5.861888284E0	0.125
5.330855556E0	0.02	-4.195322696E0	0.125
5.363566667E0	0.02	-2.675175724E0	0.125
5.396588889E0	0.02	-8.992068533E-1	0.125
5.430433333E0	0.02	9.104919238E-1	0.125
5.464111111E0	0.02	2.575414799E0	0.125
5.495888889E0	0.02	4.205786411E0	0.125
5.529277778E0	0.02	5.364814984E0	0.125
5.562877778E0	0.02	6.448991538E0	0.125
5.595300000E0	0.02	7.246901712E0	0.125
5.628477778E0	0.02	7.972423936E0	0.125
5.661655556E0	0.02	8.261975740E0	0.125
5.694833333E0	0.02	8.297348359E0	0.125
5.727733333E0	0.02	8.189587789E0	0.125
5.760855556E0	0.02	7.719066107E0	0.125
5.794733333E0	0.02	6.884140601E0	0.125
5.827211111E0	0.02	5.978469856E0	0.125
5.860333333E0	0.02	4.821083995E0	0.125
5.893111111E0	0.02	3.662876777E0	0.125
5.926277778E0	0.02	2.287505707E0	0.125
5.959577778E0	0.02	7.665373778E-1	0.125
5.992633333E0	0.02	-4.286851713E-1	0.125
6.025688889E0	0.02	-1.770326335E0	0.125
6.059133333E0	0.02	-2.928533552E0	0.125
6.092400000E0	0.02	-4.012710106E0	0.125
6.124800000E0	0.02	-4.990768802E0	0.125
6.157888889E0	0.02	-5.788678976E0	0.125
6.191655556E0	0.02	-6.549573819E0	0.125
6.224311111E0	0.02	-7.020916857E0	0.125
6.257955556E0	0.02	-7.310468662E0	0.125
6.290444444E0	0.02	-7.491438539E0	0.125
6.323777778E0	0.02	-7.274274686E0	0.125
6.357233333E0	0.02	-7.057110833E0	0.125
6.389766667E0	0.02	-6.550395175E0	0.125
6.422944444E0	0.02	-5.861888284E0	0.125
6.456122222E0	0.02	-5.137187417E0	0.125
6.489544444E0	0.02	-4.196144053E0	0.125
6.522122222E0	0.02	-3.181070025E0	0.125
6.555544444E0	0.02	-1.876137407E0	0.125
6.588966667E0	0.02	-7.348020464E-1	0.125
6.621533333E0	0.02	3.375977572E-1	0.125
6.654677778E0	0.02	1.297002614E0	0.125
6.687822222E0	0.02	2.254337308E0	0.125
6.721100000E0	0.02	3.143771526E0	0.125
6.754377778E0	0.02	3.965822809E0	0.125
6.786988889E0	0.02	4.535972949E0	0.125
6.820088889E0	0.02	4.946998590E0	0.125
6.853366667E0	0.02	5.312929761E0	0.125
6.886400000E0	0.02	5.426959789E0	0.125
6.919433333E0	0.02	5.335735767E0	0.125
6.952611111E0	0.02	5.244511744E0	0.125
6.985788889E0	0.02	4.856809649E0	0.125
7.018966667E0	0.02	4.377883532E0	0.125
7.051888889E0	0.02	3.622697644E0	0.125
7.085122222E0	0.02	2.985164569E0	0.125
7.118355556E0	0.02	2.210795460E0	0.125
7.151366667E0	0.02	1.204743510E0	0.125
7.184577778E0	0.02	2.246028105E-1	0.125
7.217644444E0	0.02	-5.497662983E-1	0.125
7.250455556E0	0.02	-1.328275732E0	0.125
7.284366667E0	0.02	-2.172097939E0	0.125
7.316577778E0	0.02	-2.901890118E0	0.125
7.349788889E0	0.02	-3.403104701E0	0.125
7.382777778E0	0.02	-4.018866852E0	0.125
7.416277778E0	0.02	-4.316897546E0	0.125
7.448966667E0	0.02	-4.613375619E0	0.125
7.482266667E0	0.02	-4.864759221E0	0.125
7.515955556E0	0.02	-4.955983244E0	0.125
7.548488889E0	0.02	-4.796341205E0	0.125
7.582088889E0	0.02	-4.476539586E0	0.125
7.614788889E0	0.02	-4.271285535E0	0.125
7.647366667E0	0.02	-3.768518331E0	0.125
7.680755556E0	0.02	-3.151721099E0	0.125
7.714144444E0	0.02	-2.536994029E0	0.125
7.747044444E0	0.02	-1.716495368E0	0.125
7.780188889E0	0.02	-1.031797660E0	0.125
7.813455556E0	0.02	-3.699059569E-1	0.125
7.846166667E0	0.02	3.370802165E-1	0.125
7.879388889E0	0.02	9.777185358E-1	0.125
7.912611111E0	0.02	1.617321774E0	0.125
7.945711111E0	0.02	2.232048843E0	0.125
7.978700000E0	0.02	2.642556944E0	0.125
8.012033333E0	0.02	3.098159515E0	0.125
8.045088889E0	0.02	3.349025577E0	0.125
8.078144444E0	0.02	3.554279627E0	0.125
8.111455556E0	0.02	3.578120714E0	0.125
8.144511111E0	0.02	3.532508703E0	0.125
8.177300000E0	0.02	3.486896692E0	0.125
8.210622222E0	0.02	3.213224625E0	0.125
8.244433333E0	0.02	2.756586972E0	0.125
8.277333333E0	0.02	2.368884877E0	0.125
8.310233333E0	0.02	1.821023202E0	0.125
8.343133333E0	0.02	1.205261051E0	0.125
8.376033333E0	0.02	7.714294041E-1	0.125
8.409555556E0	0.02	1.572198751E-1	0.125
8.442100000E0	0.02	-4.357362703E-1	0.125
8.475277778E0	0.02	-9.841154859E-1	0.125
8.508600000E0	0.02	-1.531459620E0	0.125
8.541500000E0	0.02	-1.874584785E0	0.125
8.574800000E0	0.02	-2.423481542E0	0.125
8.607844444E0	0.02	-2.696636068E0	0.125
8.640711111E0	0.02	-2.924696124E0	0.125
8.674044444E0	0.02	-3.152756180E0	0.125
8.707144444E0	0.02	-3.175562185E0	0.125
8.740244444E0	0.02	-3.175562185E0	0.125
8.773844444E0	0.02	-3.107144169E0	0.125
8.806433333E0	0.02	-2.901890118E0	0.125
8.839522222E0	0.02	-2.672794981E0	0.125
8.873622222E0	0.02	-2.331222438E0	0.125
8.905711111E0	0.02	-2.080356376E0	0.125
8.938911111E0	0.02	-1.602465340E0	0.125
8.972488889E0	0.02	-1.099180595E0	0.125
9.005011111E0	0.02	-6.663840296E-1	0.125
9.038055556E0	0.02	-1.646519065E-1	0.125
9.071444444E0	0.02	2.914682053E-1	0.125
9.104600000E0	0.02	6.791703004E-1	0.125
9.137500000E0	0.02	1.182455045E0	0.125
9.170733333E0	0.02	1.477898037E0	0.125
9.203677778E0	0.02	1.866635213E0	0.125
9.236844444E0	0.02	2.026277252E0	0.125
9.269877778E0	0.02	2.209242838E0	0.125
9.303422222E0	0.02	2.277660855E0	0.125
9.336555556E0	0.02	2.346078871E0	0.125
9.370011111E0	0.02	2.323272866E0	0.125
9.402322222E0	0.02	2.186436832E0	0.125
