t[s]	dt[s]	y[cm]	dy[cm]
4.967400000E0	0.02	4.089529227E0	0.125
5.000722222E0	0.02	3.566892625E0	0.125
5.033577778E0	0.02	2.986185290E0	0.125
5.066800000E0	0.02	2.231265753E0	0.125
5.100022222E0	0.02	1.447614911E0	0.125
5.132922222E0	0.02	7.211226202E-1	0.125
5.166000000E0	0.02	2.275213849E-1	0.125
5.199355556E0	0.02	-4.402920511E-1	0.125
5.233511111E0	0.02	-1.020847356E0	0.125
5.266344444E0	0.02	-1.456377858E0	0.125
5.298633333E0	0.02	-2.066424621E0	0.125
5.331455556E0	0.02	-2.647131957E0	0.125
5.365644444E0	0.02	-2.995252298E0	0.125
5.397655556E0	0.02	-3.343676699E0	0.125
5.431277778E0	0.02	-3.576263694E0	0.125
5.464066667E0	0.02	-3.721440528E0	0.125
5.497011111E0	0.02	-3.837581995E0	0.125
5.530722222E0	0.02	-3.924688095E0	0.125
5.563755556E0	0.02	-3.866161271E0	0.125
5.596166667E0	0.02	-3.750171834E0	0.125
5.630722222E0	0.02	-3.633878337E0	0.125
5.662844444E0	0.02	-3.401747433E0	0.125
5.695611111E0	0.02	-3.111241734E0	0.125
5.729700000E0	0.02	-2.762817333E0	0.125
5.762388889E0	0.02	-2.443732359E0	0.125
5.795077778E0	0.02	-2.008201857E0	0.125
5.828011111E0	0.02	-1.514448592E0	0.125
5.861366667E0	0.02	-1.078461999E0	0.125
5.894277778E0	0.02	-7.013062917E-1	0.125
5.927522222E0	0.02	-3.530339205E-1	0.125
5.961633333E0	0.02	8.249658122E-2	0.125
5.993811111E0	0.02	5.180270829E-1	0.125
6.026988889E0	0.02	8.954868511E-1	0.125
6.060044444E0	0.02	1.156805152E0	0.125
6.093100000E0	0.02	1.418123453E0	0.125
6.126500000E0	0.02	1.766547855E0	0.125
6.159288889E0	0.02	1.853653955E0	0.125
6.192588889E0	0.02	1.969795422E0	0.125
6.225600000E0	0.02	2.027866156E0	0.125
6.258933333E0	0.02	2.143855592E0	0.125
6.291733333E0	0.02	2.201926326E0	0.125
6.324844444E0	0.02	2.143855592E0	0.125
6.357955556E0	0.02	2.085784859E0	0.125
6.391066667E0	0.02	2.056749492E0	0.125
6.424755556E0	0.02	1.882537291E0	0.125
6.457477778E0	0.02	1.592183624E0	0.125
6.490688889E0	0.02	1.447158820E0	0.125
6.523644444E0	0.02	1.214875886E0	0.125
6.557444444E0	0.02	9.246742481E-1	0.125
6.589866667E0	0.02	6.343205803E-1	0.125
6.622900000E0	0.02	4.020376460E-1	0.125
6.656144444E0	0.02	5.361324465E-2	0.125
6.689588889E0	0.02	-2.367404232E-1	0.125
6.722155556E0	0.02	-3.819172571E-1	0.125
6.755244444E0	0.02	-6.142001913E-1	0.125
6.788744444E0	0.02	-9.335892259E-1	0.125
6.821477778E0	0.02	-9.626245927E-1	0.125
6.854600000E0	0.02	-1.078766060E0	0.125
6.888688889E0	0.02	-1.194907527E0	0.125
6.920933333E0	0.02	-1.340084361E0	0.125
6.953488889E0	0.02	-1.427190461E0	0.125
6.986955556E0	0.02	-1.485261195E0	0.125
7.019844444E0	0.02	-1.369271758E0	0.125
7.053033333E0	0.02	-1.340236391E0	0.125
7.085888889E0	0.02	-1.282165657E0	0.125
7.119344444E0	0.02	-1.136988824E0	0.125
7.152333333E0	0.02	-1.136836793E0	0.125
7.186111111E0	0.02	-9.915079293E-1	0.125
7.218622222E0	0.02	-8.466351558E-1	0.125
7.252911111E0	0.02	-6.724229551E-1	0.125
7.285966667E0	0.02	-4.980587242E-1	0.125
7.318133333E0	0.02	-3.819172571E-1	0.125
7.351144444E0	0.02	-2.948111567E-1	0.125
7.384155556E0	0.02	-1.205989560E-1	0.125
7.417300000E0	0.02	-6.252822247E-2	0.125
7.450444444E0	0.02	1.116839782E-1	0.125
7.483788889E0	0.02	2.858961789E-1	0.125
7.517666667E0	0.02	4.017335856E-1	0.125
7.550088889E0	0.02	5.472144799E-1	0.125
7.583255556E0	0.02	5.762498467E-1	0.125
7.615988889E0	0.02	6.052852135E-1	0.125
7.649733333E0	0.02	6.343205803E-1	0.125
7.682522222E0	0.02	6.633559471E-1	0.125
7.715311111E0	0.02	6.343205803E-1	0.125
7.748477778E0	0.02	5.762498467E-1	0.125
7.781644444E0	0.02	6.052852135E-1	0.125
7.814811111E0	0.02	6.052852135E-1	0.125
7.847866667E0	0.02	5.472144799E-1	0.125
7.881677778E0	0.02	5.181791132E-1	0.125
7.914044444E0	0.02	4.601083796E-1	0.125
7.947888889E0	0.02	3.730022792E-1	0.125
7.981133333E0	0.02	3.439669125E-1	0.125
8.014011111E0	0.02	3.149315457E-1	0.125
8.047233333E0	0.02	2.278254453E-1	0.125
8.079566667E0	0.02	1.407193450E-1	0.125
8.112288889E0	0.02	-6.252822247E-2	0.125
8.145566667E0	0.02	-1.205989560E-1	0.125
8.178511111E0	0.02	-1.786696896E-1	0.125
8.212622222E0	0.02	-2.077050564E-1	0.125
8.244733333E0	0.02	-2.367404232E-1	0.125
8.277744444E0	0.02	-2.657757899E-1	0.125
8.311111111E0	0.02	-2.948111567E-1	0.125
8.344244444E0	0.02	-3.238465235E-1	0.125
8.377233333E0	0.02	-2.948111567E-1	0.125
8.410222222E0	0.02	-2.367404232E-1	0.125
8.443455556E0	0.02	-2.948111567E-1	0.125
8.476377778E0	0.02	-2.948111567E-1	0.125
8.509711111E0	0.02	-2.657757899E-1	0.125
8.542855556E0	0.02	-2.077050564E-1	0.125
8.575688889E0	0.02	-1.786696896E-1	0.125
