t[s]	dt[s]	y[cm]	dy[cm]
3.345177778E0	0.02	1.782629361E1	0.125
3.379311111E0	0.02	1.758196985E1	0.125
3.411400000E0	0.02	1.702754937E1	0.125
3.445444444E0	0.02	1.604999840E1	0.125
3.477655556E0	0.02	1.496898742E1	0.125
3.511133333E0	0.02	1.335211529E1	0.125
3.544222222E0	0.02	1.155177052E1	0.125
3.577022222E0	0.02	1.009985015E1	0.125
3.609822222E0	0.02	8.125445210E0	0.125
3.642822222E0	0.02	6.006167495E0	0.125
3.676044444E0	0.02	4.264045488E0	0.125
3.708900000E0	0.02	2.144159653E0	0.125
3.742622222E0	0.02	3.152356061E-1	0.125
3.775555556E0	0.02	-2.153226661E0	0.125
3.808488889E0	0.02	-3.982302738E0	0.125
3.841888889E0	0.02	-5.579856032E0	0.125
3.874855556E0	0.02	-6.711931276E0	0.125
3.907944444E0	0.02	-7.786695937E0	0.125
3.941411111E0	0.02	-8.628569544E0	0.125
3.974277778E0	0.02	-9.267195583E0	0.125
4.008700000E0	0.02	-9.847902918E0	0.125
4.040277778E0	0.02	-1.016729195E1	0.125
4.075244444E0	0.02	-1.022536269E1	0.125
4.107311111E0	0.02	-1.016729195E1	0.125
4.139922222E0	0.02	-9.818867552E0	0.125
4.172877778E0	0.02	-9.267043553E0	0.125
4.207844444E0	0.02	-8.657300850E0	0.125
4.239244444E0	0.02	-7.728169113E0	0.125
4.272733333E0	0.02	-6.770002009E0	0.125
4.305177778E0	0.02	-5.724424745E0	0.125
4.338744444E0	0.02	-4.708642998E0	0.125
4.377833333E0	0.02	-3.866313301E0	0.125
4.404888889E0	0.02	-2.675559203E0	0.125
4.437877778E0	0.02	-1.282469718E0	0.125
4.471344444E0	0.02	-2.951152172E-1	0.125
4.504011111E0	0.02	6.920872534E-1	0.125
4.536677778E0	0.02	1.534112890E0	0.125
4.569888889E0	0.02	2.521467391E0	0.125
4.603233333E0	0.02	3.247047500E0	0.125
4.636411111E0	0.02	3.915621087E0	0.125
4.669822222E0	0.02	4.437953629E0	0.125
4.702411111E0	0.02	4.873180070E0	0.125
4.737188889E0	0.02	5.192721135E0	0.125
4.769166667E0	0.02	5.308862602E0	0.125
4.801733333E0	0.02	5.396272763E0	0.125
4.834788889E0	0.02	5.338202029E0	0.125
4.867711111E0	0.02	5.192873165E0	0.125
4.901344444E0	0.02	4.989625597E0	0.125
4.934077778E0	0.02	4.699271930E0	0.125
