t[s]	dt[s]	y[cm]	dy[cm]
4.352988889E0	0.02	7.696755903E0	0.125
4.386188889E0	0.02	6.741984081E0	0.125
4.419266667E0	0.02	5.848096349E0	0.125
4.452555556E0	0.02	4.549235795E0	0.125
4.485844444E0	0.02	3.086636019E0	0.125
4.518622222E0	0.02	1.644330939E0	0.125
4.551822222E0	0.02	2.029469615E-1	0.125
4.585466667E0	0.02	-1.157718783E0	0.125
4.618066667E0	0.02	-2.475952930E0	0.125
4.651388889E0	0.02	-3.697319108E0	0.125
4.685722222E0	0.02	-4.771095800E0	0.125
4.717500000E0	0.02	-5.624854691E0	0.125
4.750433333E0	0.02	-6.538116018E0	0.125
4.783788889E0	0.02	-6.964765188E0	0.125
4.816588889E0	0.02	-7.390953807E0	0.125
4.849700000E0	0.02	-7.695374249E0	0.125
4.882811111E0	0.02	-7.695374249E0	0.125
4.915922222E0	0.02	-7.350364415E0	0.125
4.949377778E0	0.02	-6.902959997E0	0.125
4.982322222E0	0.02	-6.253990272E0	0.125
5.015266667E0	0.02	-5.462957673E0	0.125
5.048500000E0	0.02	-4.588904085E0	0.125
5.081388889E0	0.02	-3.695937455E0	0.125
5.114844444E0	0.02	-2.497168729E0	0.125
5.147811111E0	0.02	-1.399873483E0	0.125
5.180988889E0	0.02	-8.117878460E-2	0.125
5.213855556E0	0.02	1.035490055E0	0.125
5.247333333E0	0.02	2.029930166E0	0.125
5.280400000E0	0.02	2.963946740E0	0.125
5.313466667E0	0.02	3.858755575E0	0.125
5.346533333E0	0.02	4.528019997E0	0.125
5.379600000E0	0.02	5.117487287E0	0.125
5.412511111E0	0.02	5.522460108E0	0.125
5.446800000E0	0.02	5.725407070E0	0.125
5.479100000E0	0.02	5.787212260E0	0.125
5.512788889E0	0.02	5.645149387E0	0.125
5.546055556E0	0.02	5.300139553E0	0.125
5.578355556E0	0.02	4.751722206E0	0.125
5.611077778E0	0.02	4.183470713E0	0.125
5.644288889E0	0.02	3.411811709E0	0.125
5.677333333E0	0.02	2.619858008E0	0.125
5.710377778E0	0.02	1.664625635E0	0.125
5.744066667E0	0.02	8.122483971E-1	0.125
5.776811111E0	0.02	-1.425234241E-1	0.125
5.809933333E0	0.02	-1.056705853E0	0.125
5.843055556E0	0.02	-1.827443756E0	0.125
5.876177778E0	0.02	-2.618015803E0	0.125
5.909555556E0	0.02	-3.288661878E0	0.125
5.942311111E0	0.02	-3.938552706E0	0.125
5.976244444E0	0.02	-4.385957124E0	0.125
6.008433333E0	0.02	-4.772938004E0	0.125
6.041544444E0	0.02	-4.914079775E0	0.125
6.074788889E0	0.02	-4.995258559E0	0.125
6.108033333E0	0.02	-4.954669167E0	0.125
6.141811111E0	0.02	-4.751722206E0	0.125
6.175288889E0	0.02	-4.427007067E0	0.125
6.208055556E0	0.02	-4.020192042E0	0.125
6.241733333E0	0.02	-3.512824638E0	0.125
6.274488889E0	0.02	-2.923817899E0	0.125
6.306744444E0	0.02	-2.151237792E0	0.125
6.340111111E0	0.02	-1.461678674E0	0.125
6.372755556E0	0.02	-6.291355806E-1	0.125
6.405811111E0	0.02	6.088408845E-2	0.125
6.439077778E0	0.02	7.301485103E-1	0.125
6.471777778E0	0.02	1.402176239E0	0.125
6.505222222E0	0.02	2.091274806E0	0.125
6.538266667E0	0.02	2.679820994E0	0.125
6.571311111E0	0.02	3.005917786E0	0.125
6.605044444E0	0.02	3.452401101E0	0.125
6.637577778E0	0.02	3.676103310E0	0.125
6.670588889E0	0.02	3.837539777E0	0.125
6.704055556E0	0.02	3.879510822E0	0.125
6.737055556E0	0.02	3.716692702E0	0.125
6.770055556E0	0.02	3.513285189E0	0.125
6.803666667E0	0.02	3.188109500E0	0.125
6.836300000E0	0.02	2.822804969E0	0.125
6.869755556E0	0.02	2.355566407E0	0.125
6.902733333E0	0.02	1.807609611E0	0.125
6.935711111E0	0.02	1.157718783E0	0.125
6.968944444E0	0.02	5.890067394E-1	0.125
7.001966667E0	0.02	-8.071823352E-2	0.125
7.034988889E0	0.02	-6.295961317E-1	0.125
7.068322222E0	0.02	-1.218142320E0	0.125
7.101088889E0	0.02	-1.765178014E0	0.125
7.134244444E0	0.02	-2.233337679E0	0.125
7.167400000E0	0.02	-2.639231602E0	0.125
7.200555556E0	0.02	-3.005457234E0	0.125
7.233555556E0	0.02	-3.208404196E0	0.125
7.266555556E0	0.02	-3.269288284E0	0.125
7.300477778E0	0.02	-3.350467069E0	0.125
7.332833333E0	0.02	-3.350467069E0	0.125
7.365988889E0	0.02	-3.147520108E0	0.125
7.399411111E0	0.02	-2.985162538E0	0.125
7.432177778E0	0.02	-2.680742096E0	0.125
7.465333333E0	0.02	-2.274848173E0	0.125
7.499011111E0	0.02	-1.848659554E0	0.125
7.531522222E0	0.02	-1.462139225E0	0.125
7.564844444E0	0.02	-9.132613267E-1	0.125
7.597877778E0	0.02	-4.271097213E-1	0.125
7.630755556E0	0.02	8.163933568E-2	0.125
7.663944444E0	0.02	5.687120433E-1	0.125
7.697488889E0	0.02	9.750665174E-1	0.125
7.730144444E0	0.02	1.462599776E0	0.125
7.763422222E0	0.02	1.786854363E0	0.125
7.796444444E0	0.02	2.010096021E0	0.125
7.830011111E0	0.02	2.253632375E0	0.125
7.862711111E0	0.02	2.435824089E0	0.125
7.896088889E0	0.02	2.598181658E0	0.125
7.928911111E0	0.02	2.659065747E0	0.125
7.961955556E0	0.02	2.435824089E0	0.125
7.995377778E0	0.02	2.355105856E0	0.125
8.029055556E0	0.02	2.152158894E0	0.125
8.062100000E0	0.02	1.847738452E0	0.125
8.094433333E0	0.02	1.563612706E0	0.125
8.127800000E0	0.02	1.198308175E0	0.125
8.160977778E0	0.02	7.711984537E-1	0.125
8.194155556E0	0.02	3.865203290E-1	0.125
8.227855556E0	0.02	-1.983414507E-2	0.125
8.259966667E0	0.02	-4.464833153E-1	0.125
8.294277778E0	0.02	-8.726719344E-1	0.125
8.326377778E0	0.02	-1.136502984E0	0.125
8.359555556E0	0.02	-1.603741547E0	0.125
8.392322222E0	0.02	-1.827904307E0	0.125
8.425744444E0	0.02	-1.990722427E0	0.125
8.458622222E0	0.02	-2.092195908E0	0.125
8.491844444E0	0.02	-2.234258781E0	0.125
8.525066667E0	0.02	-2.295142869E0	0.125
8.558644444E0	0.02	-2.254553477E0	0.125
8.591166667E0	0.02	-2.153079996E0	0.125
8.624633333E0	0.02	-2.011017123E0	0.125
8.657233333E0	0.02	-1.746264971E0	0.125
8.690455556E0	0.02	-1.563152155E0	0.125
8.724022222E0	0.02	-1.279026409E0	0.125
8.756655556E0	0.02	-9.949006624E-1	0.125
8.789811111E0	0.02	-6.097619867E-1	0.125
8.823111111E0	0.02	-3.237940362E-1	0.125
8.855666667E0	0.02	6.226574170E-2	0.125
8.888777778E0	0.02	3.053415444E-1	0.125
8.921788889E0	0.02	6.503513790E-1	0.125
8.955044444E0	0.02	9.962823157E-1	0.125
8.988144444E0	0.02	1.238437016E0	0.125
9.021144444E0	0.02	1.461678674E0	0.125
9.054377778E0	0.02	1.564073257E0	0.125
9.087422222E0	0.02	1.645712592E0	0.125
9.120466667E0	0.02	1.747186073E0	0.125
9.153688889E0	0.02	1.747186073E0	0.125
9.186711111E0	0.02	1.605583751E0	0.125
9.219900000E0	0.02	1.544699663E0	0.125
9.253633333E0	0.02	1.463520878E0	0.125
9.286944444E0	0.02	1.301163309E0	0.125
9.319466667E0	0.02	1.017037563E0	0.125
9.353111111E0	0.02	7.937959053E-1	0.125
9.386000000E0	0.02	5.299648553E-1	0.125
9.419188889E0	0.02	2.661338054E-1	0.125
9.452188889E0	0.02	-5.904188412E-2	0.125
9.485344444E0	0.02	-3.256362406E-1	0.125
9.518322222E0	0.02	-5.276620999E-1	0.125
9.551955556E0	0.02	-7.306090614E-1	0.125
9.584788889E0	0.02	-1.034568953E0	0.125
9.617622222E0	0.02	-1.176631826E0	0.125
9.650311111E0	0.02	-1.338989395E0	0.125
9.683633333E0	0.02	-1.420168179E0	0.125
9.716800000E0	0.02	-1.501346964E0	0.125
9.749822222E0	0.02	-1.541936356E0	0.125
9.783033333E0	0.02	-1.481052268E0	0.125
9.815855556E0	0.02	-1.359284091E0	0.125
9.848788889E0	0.02	-1.176631826E0	0.125
9.882188889E0	0.02	-1.014274256E0	0.125
9.915588889E0	0.02	-9.529296169E-1	0.125
9.948777778E0	0.02	-8.117878460E-1	0.125
9.981788889E0	0.02	-5.894672905E-1	0.125
1.001480000E1	0.02	-4.068150252E-1	0.125
1.004746667E1	0.02	-2.038680637E-1	0.125
1.008091111E1	0.02	6.088408845E-2	0.125
1.011367778E1	0.02	2.638310499E-1	0.125
1.014693333E1	0.02	4.469438664E-1	0.125
1.018018889E1	0.02	7.315301636E-1	0.125
1.021311111E1	0.02	8.330036443E-1	0.125
1.024673333E1	0.02	8.938877328E-1	0.125
1.027927778E1	0.02	1.035950606E0	0.125
1.031223333E1	0.02	1.015655910E0	0.125
1.034541111E1	0.02	1.117129390E0	0.125
1.037886667E1	0.02	1.157718783E0	0.125
1.041150000E1	0.02	1.137424087E0	0.125
1.044473333E1	0.02	1.035490055E0	0.125
1.047881111E1	0.02	9.340165740E-1	0.125
1.051116667E1	0.02	8.528377894E-1	0.125
1.054397778E1	0.02	7.107749163E-1	0.125
1.057714444E1	0.02	5.281226510E-1	0.125
1.061018889E1	0.02	2.237022087E-1	0.125
1.064350000E1	0.02	1.628181203E-1	0.125
1.067647778E1	0.02	4.104994338E-2	0.125
1.071040000E1	0.02	-2.227811066E-1	0.125
1.074432222E1	0.02	-3.445492835E-1	0.125
1.077624444E1	0.02	-5.078279548E-1	0.125
1.080934444E1	0.02	-6.900196691E-1	0.125
1.084244444E1	0.02	-7.098538142E-1	0.125
1.087608889E1	0.02	-7.910325988E-1	0.125
1.090916667E1	0.02	-9.132613267E-1	0.125
1.094111111E1	0.02	-9.949006624E-1	0.125
1.097598889E1	0.02	-9.949006624E-1	0.125
1.100816667E1	0.02	-9.746059663E-1	0.125
1.104162222E1	0.02	-8.934271817E-1	0.125
1.107382222E1	0.02	-6.904802202E-1	0.125
1.110793333E1	0.02	-6.498908279E-1	0.125
1.114016667E1	0.02	-5.687120433E-1	0.125
1.117363333E1	0.02	-4.469438664E-1	0.125
1.120670000E1	0.02	-3.454703856E-1	0.125
1.124006667E1	0.02	-1.425234241E-1	0.125
1.127476667E1	0.02	-2.075524723E-2	0.125
1.130611111E1	0.02	2.227811066E-1	0.125
1.133931111E1	0.02	3.242545873E-1	0.125
1.137206667E1	0.02	4.460227642E-1	0.125
1.140576667E1	0.02	5.069068527E-1	0.125
1.143857778E1	0.02	5.474962450E-1	0.125
1.147186667E1	0.02	6.291355806E-1	0.125
1.150438889E1	0.02	6.291355806E-1	0.125
1.153807778E1	0.02	6.291355806E-1	0.125
1.157107778E1	0.02	6.088408845E-1	0.125
1.160364444E1	0.02	5.885461883E-1	0.125
1.163730000E1	0.02	5.682514922E-1	0.125
1.166990000E1	0.02	4.875332587E-1	0.125
1.170402222E1	0.02	4.063544741E-1	0.125
1.173614444E1	0.02	3.454703856E-1	0.125
1.176944444E1	0.02	2.845862972E-1	0.125
1.180256667E1	0.02	1.425234241E-1	0.125
1.183532222E1	0.02	8.163933568E-2	0.125
1.186886667E1	0.02	2.075524723E-2	0.125
1.190150000E1	0.02	-1.429839752E-1	0.125
1.193472222E1	0.02	-1.835733675E-1	0.125
1.196794444E1	0.02	-3.256362406E-1	0.125
1.200128889E1	0.02	-3.865203290E-1	0.125
1.203440000E1	0.02	-4.474044175E-1	0.125
1.206763333E1	0.02	-5.285832021E-1	0.125
1.210086667E1	0.02	-5.687120433E-1	0.125
1.213311111E1	0.02	-5.890067394E-1	0.125
1.216643333E1	0.02	-5.890067394E-1	0.125
1.219965556E1	0.02	-5.890067394E-1	0.125
1.223324444E1	0.02	-5.479567960E-1	0.125
1.226612222E1	0.02	-4.870727076E-1	0.125
1.229900000E1	0.02	-3.450098345E-1	0.125
1.233187778E1	0.02	-2.841257461E-1	0.125
1.236501111E1	0.02	-2.232416576E-1	0.125
1.239814444E1	0.02	-2.029469615E-1	0.125
1.243166667E1	0.02	-4.058939230E-2	0.125
1.246445556E1	0.02	-2.029469615E-2	0.125
1.249743333E1	0.02	8.117878460E-2	0.125
1.253062222E1	0.02	1.420628730E-1	0.125
1.256381111E1	0.02	2.435363538E-1	0.125
1.259662222E1	0.02	2.638310499E-1	0.125
1.262975556E1	0.02	3.044204422E-1	0.125
1.266307778E1	0.02	3.247151384E-1	0.125
1.269604444E1	0.02	3.450098345E-1	0.125
1.272942222E1	0.02	3.653045307E-1	0.125
1.276238889E1	0.02	3.855992268E-1	0.125
1.279535556E1	0.02	3.450098345E-1	0.125
1.282870000E1	0.02	3.247151384E-1	0.125
1.286167778E1	0.02	2.638310499E-1	0.125
1.289478889E1	0.02	2.232416576E-1	0.125
1.292790000E1	0.02	1.817311632E-1	0.125
1.296087778E1	0.02	4.104994338E-2	0.125
1.299385556E1	0.02	4.605510829E-4	0.125
