t	T_ag	T_p	T_ai	T_m	s_T	s_T	s_t	V	s_V
00	60	26	26	24	0.5	0.5	10	0.2	0.05V
0	56	27	26	29	0.5
60	55	33	28	28	0.5
120	54	38	30	31	0.5
180	53	40	31	31	0.5
240	52	40	32	32	0.5
300	51	40	32	33	0.5
360	51	40	31	33	0.5
420	50	40	32	33	0.5
480	49	39	31	34	0.5
540	49	39	31	34	0.5
600	48	38	32	33	0.5
