t	x	y	v	a	dt[s]	dx[cm]
0.000000000E0	-7.720364742E0	-1.550151976E0	0	0	0.016	0.125
3.333300000E-2	-7.668478988E0	-1.552348734E0	3.016158829E0	0	0.016	0.125
6.666600000E-2	-7.519304582E0	-1.547689047E0	3.329128914E0	1.507034228E2	0.016	0.125
9.999900000E-2	-7.446665796E0	-1.544855956E0	8.648843259E0	1.820062249E2	0.016	0.125
1.333320000E-1	-7.477203647E0	-9.726443769E-1	1.417254538E1	5.786971858E1	0.016	0.125
1.666650000E-1	-7.568389058E0	-6.079027356E-1	7.962503271E0	1.473229658E2	0.016	0.125
1.999980000E-1	-7.689969605E0	-4.863221884E-1	7.477834414E0	2.104535502E1	0.016	0.125
2.333310000E-1	-7.963525836E0	-3.039513678E-1	9.118632220E0	5.690169296E1	0.016	0.125
2.666640000E-1	-8.054711246E0	0.000000000E0	9.399270951E0	5.862036476E1	0.016	0.125
2.999970000E-1	-8.206686930E0	2.735562310E-1	9.661017629E0	2.104535502E1	0.016	0.125
3.333300000E-1	-8.267477204E0	6.079027356E-1	9.746704607E0	4.705884443E1	0.016	0.125
3.666630000E-1	-8.328267477E0	9.118541033E-1	1.102751449E1	2.104535502E1	0.016	0.125
3.999960000E-1	-8.358662614E0	1.337386018E0	1.095185312E1	2.502356523E1	0.016	0.125
4.333290000E-1	-8.358662614E0	1.641337386E0	1.094235866E1	1.799389525E2	0.016	0.125
4.666620000E-1	-8.358662614E0	2.066869301E0	2.234064894E1	2.149413375E2	0.016	0.125
4.999950000E-1	-8.358662614E0	3.130699088E0	2.826775988E1	1.824674926E2	0.016	0.125
5.333280000E-1	-8.358662614E0	3.951367781E0	3.105694224E1	1.436963058E2	0.016	0.125
5.666610000E-1	-8.480243161E0	5.197568389E0	3.942424585E1	2.233052071E2	0.016	0.125
5.999940000E-1	-8.632218845E0	6.565349544E0	4.381690179E1	2.907738174E2	0.016	0.125
6.333270000E-1	-9.088145897E0	8.054711246E0	5.624799292E1	5.892699405E2	0.016	0.125
6.666600000E-1	-9.726443769E0	1.015197568E1	8.266959212E1	9.067374406E2	0.016	0.125
6.999930000E-1	-1.063829787E1	1.334346505E1	1.174358053E2	1.295414273E3	0.016	0.125
7.333260000E-1	-1.161094225E1	1.775075988E1	1.670060750E2	2.377277243E3	0.016	0.125
7.666590000E-1	-1.313069909E1	2.419452888E1	2.717539817E2	4.461274650E3	0.016	0.125
7.999920000E-1	-1.537993921E1	3.547112462E1	4.619541292E2	0	0.016	0.125
8.333250000E-1	-1.653495441E1	5.480243161E1	0	0	0.016	0.125
