t	x	y	v	a	dt[s]	dx[cm]
0.000000000E0	-3.738321349E-1	-1.106050568E-3	0	0	0.016	0.125
3.333300000E-2	-5.411859230E-1	-4.988852092E-2	6.089366066E0	0	0.016	0.125
6.666600000E-2	-7.772604828E-1	-4.631619237E-2	8.403695798E0	9.565143194E1	0.016	0.125
9.999900000E-2	-1.101290495E0	-3.753520917E-2	1.224563965E1	9.419746669E1	0.016	0.125
1.333320000E-1	-1.593614682E0	-4.160157079E-2	1.515802775E1	8.948511684E1	0.016	0.125
1.666650000E-1	-2.111815519E0	-3.720447313E-2	1.764438616E1	7.657003162E1	0.016	0.125
1.999980000E-1	-2.769039506E0	3.260930416E-3	2.066849209E1	8.683488255E1	0.016	0.125
2.333310000E-1	-3.489354861E0	-6.311992940E-3	2.316961457E1	9.606622873E1	0.016	0.125
2.666640000E-1	-4.313190466E0	4.154701436E-2	2.706150181E1	1.031779624E2	0.016	0.125
2.999970000E-1	-5.292124766E0	6.248350188E-2	3.031402319E1	9.514427852E1	0.016	0.125
3.333300000E-1	-6.334041270E0	2.548047702E-2	3.295786553E1	9.152838279E1	0.016	0.125
3.666630000E-1	-7.489037867E0	2.894662560E-2	3.647366885E1	9.652088776E1	0.016	0.125
3.999960000E-1	-8.765363231E0	-8.082452246E-3	3.937197143E1	9.730558664E1	0.016	0.125
4.333290000E-1	-1.011369458E1	5.353040257E-2	4.266329921E1	7.998427693E1	0.016	0.125
4.666620000E-1	-1.160901652E1	4.724641156E-2	4.513459702E1	8.477883095E1	0.016	0.125
4.999950000E-1	-1.312254112E1	2.943059097E-2	4.774356094E1	9.273921971E1	0.016	0.125
5.333280000E-1	-1.479142805E1	1.013989068E-1	5.170602456E1	1.101805728E2	0.016	0.125
5.666610000E-1	-1.656938487E1	6.563008991E-2	5.489645183E1	1.039584037E2	0.016	0.125
5.999940000E-1	-1.845041307E1	2.771502986E-2	5.847181188E1	1.035712368E2	0.016	0.125
6.333270000E-1	-2.046737946E1	3.955449257E-2	6.191564788E1	1.009229343E2	0.016	0.125
6.666600000E-1	-2.257807371E1	1.961626223E-2	6.504297612E1	8.075530086E1	0.016	0.125
6.999930000E-1	-2.480351942E1	2.811416133E-2	6.747118036E1	7.460264346E1	0.016	0.125
7.333260000E-1	-2.707598513E1	5.278461268E-2	6.974683274E1	9.791458058E1	0.016	0.125
7.666590000E-1	-2.945325577E1	2.064469604E-2	7.386723681E1	1.105278176E2	0.016	0.125
7.999920000E-1	-3.199994083E1	-1.579100517E-2	7.744343447E1	1.041983405E2	0.016	0.125
8.333250000E-1	-3.461588507E1	-2.643944236E-2	8.035043524E1	7.728966016E1	0.016	0.125
8.666580000E-1	-3.735654445E1	4.518232983E-3	8.281212093E1	7.933259613E1	0.016	0.125
8.999910000E-1	-4.013656896E1	1.154560750E-3	8.526960142E1	1.048808246E2	0.016	0.125
9.333240000E-1	-4.304110758E1	1.964275995E-2	8.974170415E1	9.996212939E1	0.016	0.125
9.666570000E-1	-4.611913462E1	-4.188077605E-2	9.232256099E1	8.356746293E1	0.016	0.125
9.999900000E-1	-4.919518511E1	-7.306910563E-2	9.451372979E1	8.368631387E1	0.016	0.125
1.033323000E0	-5.241931650E1	-1.337948215E-1	9.831715523E1	1.021851004E2	0.016	0.125
1.066656000E0	-5.574873986E1	-1.790400996E-1	1.012317139E2	8.136222485E1	0.016	0.125
1.099989000E0	-5.916786023E1	-1.816552183E-1	1.037295948E2	6.613006277E1	0.016	0.125
1.133322000E0	-6.266351290E1	-2.591582965E-1	1.056451239E2	7.029056587E1	0.016	0.125
1.166655000E0	-6.621054616E1	-2.412209492E-1	1.080955148E2	7.681571680E1	0.016	0.125
1.199988000E0	-6.986973946E1	-2.276161163E-1	1.109561724E2	6.948048185E1	0.016	0.125
1.233321000E0	-7.360742710E1	-2.839220229E-1	1.127128346E2	6.451134399E1	0.016	0.125
1.266654000E0	-7.738378066E1	-2.606544635E-1	1.150060294E2	8.014015673E1	0.016	0.125
1.299987000E0	-8.127441250E1	-2.939519055E-1	1.182300661E2	8.000506185E1	0.016	0.125
1.333320000E0	-8.526517905E1	-3.518155273E-1	1.203369453E2	5.738560720E1	0.016	0.125
1.366653000E0	-8.929670572E1	-2.560423546E-1	1.218070953E2	5.894714214E1	0.016	0.125
1.399986000E0	-9.338551258E1	-3.210487575E-1	1.241877217E2	8.018939541E1	0.016	0.125
1.433319000E0	-9.757553125E1	-3.232916908E-1	1.263536124E2	7.026291459E1	0.016	0.125
1.466652000E0	-1.018081190E2	-4.430435958E-1	1.284160850E2	1.090233970E1	0.016	0.125
1.499985000E0	-1.061338050E2	-5.388007586E-1	1.276775626E2	7.028932705E2	0.016	0.125
1.533318000E0	-1.103190653E2	-5.601861875E-1	8.639479903E1	0	0.016	0.125
1.566651000E0	-1.118888944E2	-7.665905783E-1	0	0	0.016	0.125
